Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,Tidak Resign,Rarely,788,Human Resources,24,Magister (S2),Medical,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,1,0,6,3,3,6,3,0,4
34,Tidak Resign,Frequently,829,Research & Development,15,Sarjana (S1),Medical,2,Male,71,3,4,Research Director,1,Divorced,17007,11929,7,No,14,4,2,16,3,2,14,8,6,9
34,Tidak Resign,Rarely,1333,Sales,10,Magister (S2),Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,4,1,1,2,3,1,1,0,0
23,Tidak Resign,Rarely,310,Research & Development,10,SMP/SMA,Medical,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,No,18,4,0,2,3,3,2,2,0,2
37,Tidak Resign,Rarely,571,Research & Development,10,SMP/SMA,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Yes,13,2,2,6,3,2,5,3,4,3
35,Tidak Resign,Rarely,384,Sales,8,Magister (S2),Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,No,16,2,1,3,1,2,3,2,0,2
23,Tidak Resign,Rarely,1309,Research & Development,26,SMP/SMA,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,No,12,3,2,4,2,2,4,2,0,2
43,Tidak Resign,Never,1344,Research & Development,7,Sarjana (S1),Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,No,14,4,3,7,3,4,5,4,2,2
41,Resign,Rarely,1085,Research & Development,2,Magister (S2),Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Yes,13,3,1,10,1,2,7,7,1,0
25,Tidak Resign,Rarely,1356,Sales,10,Magister (S2),Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,2,0,5,4,3,4,3,1,1
52,Tidak Resign,Rarely,1490,Research & Development,4,Diploma (D3/D4),Life Sciences,4,Female,30,3,4,Manager,4,Married,16555,10310,2,No,13,4,0,31,2,1,5,2,1,4
36,Tidak Resign,Frequently,541,Sales,3,Magister (S2),Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,1,1,16,2,3,13,9,1,12
26,Tidak Resign,Rarely,1066,Research & Development,2,Diploma (D3/D4),Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,No,12,2,0,8,2,3,8,7,1,3
56,Tidak Resign,Frequently,1240,Research & Development,9,Sarjana (S1),Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,2,1,18,4,3,5,4,0,3
34,Tidak Resign,Frequently,878,Research & Development,10,Magister (S2),Medical,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,Yes,17,4,1,5,4,4,5,3,2,0
38,Tidak Resign,Rarely,395,Sales,9,Sarjana (S1),Marketing,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,No,19,4,1,3,3,3,2,2,1,2
26,Tidak Resign,Rarely,192,Research & Development,1,Diploma (D3/D4),Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,1,2,6,2,3,5,3,1,3
29,Resign,Rarely,408,Sales,23,SMP/SMA,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,1,1,11,3,1,11,8,3,10
27,Tidak Resign,Rarely,1157,Research & Development,17,Sarjana (S1),Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Yes,16,4,1,6,3,2,5,2,1,1
31,Resign,Frequently,667,Sales,1,Magister (S2),Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,No,12,2,0,1,3,3,1,0,0,0
36,Tidak Resign,Never,1434,Sales,8,Magister (S2),Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,No,15,2,0,10,1,3,10,7,0,9
40,Tidak Resign,Rarely,329,Research & Development,1,Magister (S2),Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,2387,6762,3,No,22,3,1,7,3,3,4,2,0,3
22,Tidak Resign,Rarely,594,Research & Development,2,SMP/SMA,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,No,14,3,1,3,2,3,2,1,2,1
26,Tidak Resign,Rarely,1384,Research & Development,3,Magister (S2),Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,2,1,8,2,3,8,7,0,7
31,Tidak Resign,Rarely,1232,Research & Development,7,Magister (S2),Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Yes,14,3,0,11,2,2,11,9,4,10
28,Tidak Resign,Rarely,1158,Research & Development,9,Sarjana (S1),Medical,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,No,23,4,1,5,3,2,5,2,0,4
37,Tidak Resign,Rarely,1439,Research & Development,4,SMP/SMA,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,2996,5182,7,Yes,15,4,0,8,2,3,6,4,1,3
42,Tidak Resign,Rarely,188,Research & Development,29,Sarjana (S1),Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,1,0,16,3,3,1,0,0,0
44,Tidak Resign,Never,111,Research & Development,17,Sarjana (S1),Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,4,0,6,3,3,0,0,0,0
31,Tidak Resign,Rarely,1332,Research & Development,11,Diploma (D3/D4),Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,4,0,6,2,2,6,5,0,1
19,Resign,Rarely,303,Research & Development,2,Sarjana (S1),Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,No,22,3,0,1,3,2,1,0,1,0
37,Resign,Rarely,1373,Research & Development,2,Diploma (D3/D4),Other,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Yes,15,2,0,7,3,3,0,0,0,0
45,Tidak Resign,Rarely,252,Research & Development,2,Sarjana (S1),Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,No,14,4,0,1,3,3,1,0,0,0
42,Tidak Resign,Rarely,603,Research & Development,7,Magister (S2),Medical,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Yes,16,4,0,18,2,3,1,0,0,0
32,Tidak Resign,Frequently,689,Sales,9,Diploma (D3/D4),Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,17,4,3,9,2,4,8,7,0,7
32,Tidak Resign,Rarely,827,Research & Development,1,SMP/SMA,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,No,13,4,0,1,2,3,1,0,0,0
33,Tidak Resign,Rarely,536,Sales,10,Doktor (S3),Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Yes,14,4,2,10,3,3,9,8,0,8
20,Resign,Rarely,1097,Research & Development,11,Sarjana (S1),Medical,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Yes,15,1,0,1,2,3,1,0,0,0
29,Resign,Rarely,408,Research & Development,25,Doktor (S3),Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,2,0,6,2,4,2,2,1,1
35,Tidak Resign,Frequently,1182,Sales,11,Diploma (D3/D4),Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,4,1,5,3,3,5,2,0,2
34,Tidak Resign,Rarely,167,Research & Development,8,Doktor (S3),Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,No,14,3,1,7,3,3,0,0,0,0
36,Tidak Resign,Rarely,913,Research & Development,9,Diploma (D3/D4),Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Yes,11,3,1,13,2,3,3,2,0,2
22,Resign,Rarely,617,Research & Development,3,SMP/SMA,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,Yes,19,1,1,4,3,4,3,2,0,2
40,Tidak Resign,Rarely,804,Research & Development,2,SMP/SMA,Medical,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,Yes,20,4,0,5,2,2,4,2,2,3
33,Resign,Rarely,603,Sales,9,Magister (S2),Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,1,0,6,3,3,5,2,0,3
57,Tidak Resign,Rarely,593,Research & Development,1,Magister (S2),Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,0,15,2,3,3,2,1,2
30,Tidak Resign,Rarely,634,Research & Development,17,Magister (S2),Medical,2,Female,95,3,3,Manager,1,Married,11916,25927,1,Yes,23,4,2,9,2,3,9,1,0,8
31,Tidak Resign,Rarely,525,Sales,6,Magister (S2),Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,No,22,4,2,13,4,4,7,7,5,7
33,Tidak Resign,Rarely,1069,Research & Development,1,Sarjana (S1),Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,No,14,1,0,6,3,3,5,0,1,4
33,Tidak Resign,Never,750,Sales,22,Diploma (D3/D4),Marketing,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,No,13,1,1,8,2,4,7,7,0,7
34,Tidak Resign,Rarely,285,Research & Development,29,Sarjana (S1),Medical,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,No,13,1,2,10,1,3,8,7,7,7
51,Tidak Resign,Rarely,432,Research & Development,9,Magister (S2),Life Sciences,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,No,23,2,2,10,4,3,4,2,0,3
22,Tidak Resign,Rarely,217,Research & Development,8,SMP/SMA,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,No,15,1,1,4,3,2,4,3,1,1
22,Tidak Resign,Rarely,1136,Research & Development,5,Sarjana (S1),Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,Yes,16,1,1,4,2,2,4,2,2,2
29,Tidak Resign,Rarely,332,Human Resources,17,Sarjana (S1),Other,2,Male,51,2,3,Human Resources,1,Single,7988,9769,1,No,13,1,0,10,3,2,10,9,0,9
41,Tidak Resign,Rarely,465,Research & Development,14,Sarjana (S1),Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,1,1,13,2,3,9,8,1,8
40,Tidak Resign,Never,663,Research & Development,9,Magister (S2),Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,No,11,3,2,11,2,4,8,7,0,7
50,Tidak Resign,Frequently,809,Sales,12,Sarjana (S1),Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,4,0,16,3,3,2,2,2,1
52,Tidak Resign,Never,715,Research & Development,19,Magister (S2),Medical,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,No,18,1,1,5,3,3,4,3,1,2
29,Tidak Resign,Rarely,1210,Sales,2,Sarjana (S1),Medical,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,No,19,2,2,10,2,3,0,0,0,0
36,Tidak Resign,Frequently,1195,Research & Development,11,Sarjana (S1),Life Sciences,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,No,13,3,0,6,3,3,6,5,0,3
25,Tidak Resign,Rarely,685,Research & Development,1,Sarjana (S1),Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,No,12,4,2,5,3,3,4,2,1,2
46,Tidak Resign,Never,1144,Research & Development,7,Magister (S2),Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,No,14,3,0,7,2,4,1,0,0,0
29,Tidak Resign,Rarely,738,Research & Development,9,Doktor (S3),Other,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,No,17,3,0,4,2,3,3,2,2,2
26,Tidak Resign,Rarely,933,Sales,1,Sarjana (S1),Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,No,17,2,1,8,3,3,8,7,7,7
55,Tidak Resign,Never,444,Research & Development,2,SMP/SMA,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,2,0,31,3,4,9,7,6,2
35,Tidak Resign,Rarely,464,Research & Development,4,Diploma (D3/D4),Other,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,No,12,3,1,1,3,3,1,0,0,0
29,Resign,Frequently,337,Research & Development,14,SMP/SMA,Other,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Yes,12,1,0,9,1,3,8,7,7,7
32,Tidak Resign,Rarely,498,Research & Development,3,Magister (S2),Medical,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,No,12,3,1,8,2,4,8,7,6,3
28,Resign,Rarely,890,Research & Development,2,Magister (S2),Medical,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,No,17,4,0,5,3,2,2,2,2,1
35,Tidak Resign,Frequently,482,Research & Development,4,Magister (S2),Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Yes,11,2,0,9,3,3,9,6,1,1
28,Tidak Resign,Frequently,791,Research & Development,1,Magister (S2),Medical,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Yes,11,3,0,5,2,2,4,2,0,2
45,Tidak Resign,Frequently,1199,Research & Development,7,Magister (S2),Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,No,17,4,1,9,1,3,3,2,0,2
42,Tidak Resign,Rarely,933,Research & Development,29,Sarjana (S1),Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,No,13,4,1,10,3,2,9,8,7,8
29,Tidak Resign,Never,746,Sales,2,Sarjana (S1),Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,1,1,4,3,2,4,3,0,2
26,Tidak Resign,Rarely,583,Research & Development,4,Diploma (D3/D4),Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Yes,20,2,0,8,2,2,8,5,2,2
31,Tidak Resign,Rarely,670,Research & Development,26,SMP/SMA,Life Sciences,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,No,17,4,1,5,1,2,5,2,4,3
52,Tidak Resign,Rarely,319,Research & Development,3,Sarjana (S1),Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,0,28,4,3,5,4,0,4
30,Tidak Resign,Rarely,1427,Research & Development,2,SMP/SMA,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,13,4,0,6,3,3,5,3,1,2
34,Tidak Resign,Never,697,Research & Development,3,Magister (S2),Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,4,3,6,2,3,0,0,0,0
41,Tidak Resign,Rarely,1411,Research & Development,19,Diploma (D3/D4),Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,No,16,1,2,17,2,2,1,0,0,0
26,Resign,Rarely,471,Research & Development,24,Sarjana (S1),Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,2,0,1,3,1,1,0,0,0
42,Tidak Resign,Frequently,1271,Research & Development,2,SMP/SMA,Medical,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Yes,14,4,0,8,2,3,2,1,2,2
30,Tidak Resign,Rarely,1358,Sales,16,SMP/SMA,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,No,15,3,2,4,2,2,2,1,2,2
30,Tidak Resign,Never,111,Research & Development,9,Sarjana (S1),Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,2,12,4,3,12,9,6,10
19,Resign,Rarely,419,Sales,21,Sarjana (S1),Other,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Yes,13,2,0,1,3,4,1,0,0,0
27,Tidak Resign,Rarely,618,Research & Development,4,Sarjana (S1),Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,No,19,3,0,1,2,3,1,1,0,0
36,Tidak Resign,Never,1229,Sales,8,Magister (S2),Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,No,13,4,2,12,3,3,7,7,0,7
32,Resign,Rarely,1033,Research & Development,9,Sarjana (S1),Medical,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,No,22,1,0,10,2,4,5,4,0,4
39,Tidak Resign,Rarely,1329,Sales,4,Magister (S2),Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,1,17,1,4,15,11,5,9
46,Tidak Resign,Rarely,1125,Sales,10,Sarjana (S1),Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,1,15,3,3,3,2,1,2
34,Resign,Never,1362,Sales,19,Sarjana (S1),Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,2,0,9,3,2,5,2,0,4
34,Tidak Resign,Rarely,419,Research & Development,7,Magister (S2),Life Sciences,1,Female,53,3,3,Research Director,2,Single,11994,21293,0,No,11,3,0,13,4,3,12,6,2,11
29,Tidak Resign,Rarely,144,Sales,10,SMP/SMA,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Yes,14,1,2,7,2,3,7,7,1,7
37,Tidak Resign,Rarely,290,Research & Development,21,Sarjana (S1),Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Yes,12,1,1,8,3,2,8,7,1,7
35,Tidak Resign,Rarely,1229,Research & Development,8,SMP/SMA,Life Sciences,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,No,19,4,0,1,2,3,1,0,0,1
46,Tidak Resign,Rarely,644,Research & Development,1,Magister (S2),Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,No,16,3,1,17,3,3,4,2,0,3
47,Resign,Frequently,719,Sales,27,Diploma (D3/D4),Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Yes,12,4,0,8,2,3,5,4,1,3
29,Tidak Resign,Rarely,1107,Research & Development,28,Magister (S2),Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,1,1,11,1,3,7,5,1,7
34,Tidak Resign,Rarely,1400,Sales,9,SMP/SMA,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,1,0,6,3,2,6,5,1,3
31,Resign,Rarely,330,Research & Development,22,Magister (S2),Medical,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Yes,15,4,2,10,3,2,10,2,6,7
43,Tidak Resign,Rarely,1473,Research & Development,8,Magister (S2),Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,4,0,8,3,3,5,2,0,2
34,Tidak Resign,Rarely,258,Sales,21,Magister (S2),Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,No,12,4,0,10,3,3,10,7,5,7
60,Tidak Resign,Rarely,696,Sales,7,Magister (S2),Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,2,1,12,3,3,11,7,1,9
25,Tidak Resign,Rarely,1280,Research & Development,7,SMP/SMA,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,2,2,2,3,2,2,2,1
45,Tidak Resign,Rarely,192,Research & Development,10,Diploma (D3/D4),Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,2,8,3,2,2,2,0,2
30,Tidak Resign,Rarely,855,Sales,7,Magister (S2),Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,No,14,2,2,8,3,3,3,2,0,2
33,Tidak Resign,Frequently,1146,Sales,25,Sarjana (S1),Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,1,1,10,3,2,10,7,0,1
33,Tidak Resign,Rarely,147,Human Resources,2,Sarjana (S1),Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,4,1,5,2,3,5,4,1,4
42,Tidak Resign,Frequently,748,Research & Development,9,Diploma (D3/D4),Medical,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,No,13,3,0,12,3,3,12,9,5,8
39,Tidak Resign,Rarely,1431,Research & Development,1,Magister (S2),Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,No,14,3,3,7,1,3,3,2,1,2
26,Resign,Rarely,1449,Research & Development,16,Magister (S2),Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Yes,13,4,1,5,2,3,3,2,0,2
51,Tidak Resign,Rarely,1178,Sales,14,Diploma (D3/D4),Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,1,18,2,2,7,7,0,7
32,Tidak Resign,Rarely,604,Sales,8,Sarjana (S1),Medical,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,No,15,3,2,10,4,4,10,7,0,8
28,Tidak Resign,Rarely,995,Research & Development,9,Sarjana (S1),Medical,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,No,18,2,1,6,2,3,2,2,2,2
50,Tidak Resign,Rarely,1322,Research & Development,28,Sarjana (S1),Life Sciences,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Yes,11,2,0,25,2,3,3,2,1,2
45,Tidak Resign,Never,248,Research & Development,23,Diploma (D3/D4),Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,1,9,2,3,9,8,0,8
35,Tidak Resign,Frequently,853,Sales,18,Doktor (S3),Life Sciences,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,No,22,4,1,9,3,2,9,8,1,8
48,Tidak Resign,Rarely,855,Research & Development,4,Sarjana (S1),Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,No,11,3,0,11,2,3,10,9,0,8
40,Tidak Resign,Rarely,1300,Research & Development,24,Diploma (D3/D4),Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,No,17,1,2,9,3,3,9,8,4,7
21,Tidak Resign,Rarely,996,Research & Development,3,Diploma (D3/D4),Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,1,0,3,4,4,3,2,1,0
35,Tidak Resign,Rarely,1142,Research & Development,23,Magister (S2),Medical,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Yes,15,3,1,4,3,3,2,2,2,2
28,Resign,Rarely,1157,Research & Development,2,Magister (S2),Medical,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Yes,13,4,0,5,4,2,3,2,2,2
35,Tidak Resign,Frequently,200,Research & Development,18,Diploma (D3/D4),Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,No,11,3,0,10,2,3,2,2,2,2
36,Tidak Resign,Frequently,1480,Research & Development,3,Diploma (D3/D4),Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,12,3,0,13,3,2,8,7,7,2
59,Tidak Resign,Rarely,715,Research & Development,2,Sarjana (S1),Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Yes,13,1,0,30,4,3,5,3,4,3
49,Tidak Resign,Rarely,174,Sales,8,Magister (S2),Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,2,1,22,3,3,9,8,2,3
36,Tidak Resign,Rarely,132,Research & Development,6,Sarjana (S1),Life Sciences,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,No,12,2,0,5,3,3,1,0,0,0
53,Tidak Resign,Rarely,868,Sales,8,Sarjana (S1),Marketing,1,Male,73,3,4,Sales Executive,4,Married,11836,22789,5,No,14,3,1,28,3,3,2,0,2,2
31,Resign,Frequently,1445,Research & Development,1,Doktor (S3),Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,7446,8931,1,No,11,1,0,10,2,3,10,8,4,7
26,Resign,Frequently,342,Research & Development,2,Sarjana (S1),Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,2,1,6,2,3,3,2,1,2
20,Resign,Rarely,500,Sales,2,Sarjana (S1),Medical,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,No,13,4,0,2,3,2,2,2,0,2
31,Tidak Resign,Rarely,828,Sales,2,SMP/SMA,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,0,10,2,4,6,5,0,5
33,Tidak Resign,Rarely,1075,Human Resources,3,Diploma (D3/D4),Human Resources,4,Male,57,3,1,Human Resources,2,Divorced,2277,22650,3,Yes,11,3,1,7,4,4,4,3,0,3
25,Tidak Resign,Rarely,949,Research & Development,1,Sarjana (S1),Technical Degree,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4910,4,No,11,2,1,7,2,2,3,2,0,2
34,Tidak Resign,Rarely,1442,Research & Development,9,Sarjana (S1),Medical,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,No,14,2,0,9,3,4,8,7,7,7
45,Tidak Resign,Rarely,1448,Research & Development,29,Sarjana (S1),Technical Degree,2,Male,55,3,3,Manufacturing Director,4,Married,9380,14720,4,Yes,18,4,2,10,4,4,3,1,1,2
40,Tidak Resign,Frequently,902,Research & Development,26,Diploma (D3/D4),Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,4,1,16,3,1,1,1,0,0
22,Tidak Resign,Rarely,253,Research & Development,11,Sarjana (S1),Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,4,1,2,1,3,2,1,1,2
38,Resign,Rarely,1180,Research & Development,29,SMP/SMA,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Yes,19,2,0,17,2,3,1,0,0,0
43,Tidak Resign,Rarely,782,Research & Development,6,Magister (S2),Other,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Yes,14,3,1,21,3,2,1,0,0,0
48,Tidak Resign,Rarely,530,Sales,29,SMP/SMA,Medical,1,Female,91,3,3,Manager,3,Married,12504,23978,3,No,21,2,1,15,3,1,0,0,0,0
18,Tidak Resign,Never,287,Research & Development,5,Diploma (D3/D4),Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,No,15,4,0,0,2,3,0,0,0,0
28,Tidak Resign,Frequently,193,Research & Development,2,Sarjana (S1),Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Yes,12,2,1,2,2,3,2,2,2,2
48,Tidak Resign,Rarely,1236,Research & Development,1,Magister (S2),Life Sciences,4,Female,40,2,4,Manager,1,Married,15402,17997,7,No,11,1,1,21,3,1,3,2,0,2
25,Tidak Resign,Rarely,141,Sales,3,SMP/SMA,Other,3,Male,98,3,2,Sales Executive,1,Married,4194,14363,1,Yes,18,4,0,5,3,3,5,3,0,3
29,Resign,Rarely,806,Research & Development,7,Sarjana (S1),Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Yes,13,1,2,10,2,3,7,7,7,7
55,Tidak Resign,Frequently,1091,Research & Development,2,SMP/SMA,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,2,1,23,4,3,3,2,1,2
